action,technique_id,stakeholder_id,capability,note
mitigate,dns-as-a-vector-for-dos,device-os-and-application-software-developers,no,
mitigate,dns-as-a-vector-for-dos,domain-registrants,no,
mitigate,dns-as-a-vector-for-dos,end-user,no,
mitigate,dns-as-a-vector-for-dos,law-enforcement-and-public-safety-authorities,no,
mitigate,dns-as-a-vector-for-dos,csirts,no,
mitigate,dns-as-a-vector-for-dos,incident-responder-internal,yes,
mitigate,obfuscation-via-dynamic-dns,registrars,no,only provide registration services of eSLDs
mitigate,obfuscation-via-dynamic-dns,registries,no,
mitigate,obfuscation-via-dynamic-dns,authoritative-operators,no,
mitigate,obfuscation-via-dynamic-dns,domain-name-resellers,no,
mitigate,obfuscation-via-dynamic-dns,recursive-operators,yes,
mitigate,obfuscation-via-dynamic-dns,network-operators,no,
mitigate,obfuscation-via-dynamic-dns,application-service-provider,no,
mitigate,obfuscation-via-dynamic-dns,hosting-provider,no,
mitigate,obfuscation-via-dynamic-dns,threat-intelligence-provider,no,
mitigate,obfuscation-via-dynamic-dns,device-os-and-application-software-developers,no,
mitigate,obfuscation-via-dynamic-dns,domain-registrants,no,N/A (Registrant is Threat Actor Itself)
mitigate,obfuscation-via-dynamic-dns,end-user,no,
mitigate,obfuscation-via-dynamic-dns,law-enforcement-and-public-safety-authorities,no,
mitigate,obfuscation-via-dynamic-dns,csirts,no,
mitigate,obfuscation-via-dynamic-dns,incident-responder-internal,yes,"blocking, if can be identified"
mitigate,fast-flux,registrars,yes,if they can act fast enough
mitigate,fast-flux,registries,yes,if they can act fast enough
mitigate,fast-flux,authoritative-operators,no,
mitigate,fast-flux,domain-name-resellers,yes,if they can act fast enough
mitigate,fast-flux,recursive-operators,yes,
mitigate,fast-flux,network-operators,yes,
mitigate,fast-flux,application-service-provider,no,
mitigate,fast-flux,hosting-provider,no,
mitigate,fast-flux,threat-intelligence-provider,no,
mitigate,fast-flux,device-os-and-application-software-developers,no,
mitigate,fast-flux,domain-registrants,no,N/A (Registrant is Threat Actor Itself)
mitigate,fast-flux,end-user,no,
mitigate,fast-flux,law-enforcement-and-public-safety-authorities,no,
mitigate,fast-flux,csirts,no,
mitigate,fast-flux,incident-responder-internal,yes,
mitigate,infiltration-and-exfiltration-via-the-dns,registrars,no,
mitigate,infiltration-and-exfiltration-via-the-dns,registries,no,
mitigate,infiltration-and-exfiltration-via-the-dns,authoritative-operators,no,
mitigate,infiltration-and-exfiltration-via-the-dns,domain-name-resellers,no,
mitigate,infiltration-and-exfiltration-via-the-dns,recursive-operators,yes,
mitigate,infiltration-and-exfiltration-via-the-dns,network-operators,no,
mitigate,infiltration-and-exfiltration-via-the-dns,application-service-provider,no,
mitigate,infiltration-and-exfiltration-via-the-dns,hosting-provider,no,
mitigate,infiltration-and-exfiltration-via-the-dns,threat-intelligence-provider,no,
mitigate,infiltration-and-exfiltration-via-the-dns,device-os-and-application-software-developers,no,
mitigate,infiltration-and-exfiltration-via-the-dns,domain-registrants,no,N/A (Registrant is Threat Actor Itself)
mitigate,infiltration-and-exfiltration-via-the-dns,end-user,no,
mitigate,infiltration-and-exfiltration-via-the-dns,law-enforcement-and-public-safety-authorities,no,
mitigate,infiltration-and-exfiltration-via-the-dns,csirts,no,
mitigate,infiltration-and-exfiltration-via-the-dns,incident-responder-internal,yes,
mitigate,malicious-registration-of-effective-second-level-domains,registrars,yes,updating status to onHold or changing name servers
mitigate,malicious-registration-of-effective-second-level-domains,registries,yes,
mitigate,malicious-registration-of-effective-second-level-domains,authoritative-operators,no,
mitigate,malicious-registration-of-effective-second-level-domains,domain-name-resellers,yes,updating status to onHold or changing name servers
mitigate,malicious-registration-of-effective-second-level-domains,recursive-operators,yes,
mitigate,malicious-registration-of-effective-second-level-domains,network-operators,no,
mitigate,malicious-registration-of-effective-second-level-domains,application-service-provider,no,
mitigate,malicious-registration-of-effective-second-level-domains,hosting-provider,no,
mitigate,malicious-registration-of-effective-second-level-domains,threat-intelligence-provider,no,
mitigate,malicious-registration-of-effective-second-level-domains,device-os-and-application-software-developers,no,
mitigate,malicious-registration-of-effective-second-level-domains,domain-registrants,no,N/A (Registrant is Threat Actor Itself)
mitigate,malicious-registration-of-effective-second-level-domains,end-user,no,
mitigate,malicious-registration-of-effective-second-level-domains,law-enforcement-and-public-safety-authorities,yes,"notify registrar/registry, domain seizure [LEA]"
mitigate,malicious-registration-of-effective-second-level-domains,csirts,no,
mitigate,malicious-registration-of-effective-second-level-domains,incident-responder-internal,no,cannot change registration itself
mitigate,creation-of-malicious-subdomains-under-dynamic-dns-providers,registrars,no,only provide registration services of eSLDs
mitigate,creation-of-malicious-subdomains-under-dynamic-dns-providers,registries,no,
mitigate,creation-of-malicious-subdomains-under-dynamic-dns-providers,authoritative-operators,yes,
mitigate,creation-of-malicious-subdomains-under-dynamic-dns-providers,domain-name-resellers,no,
mitigate,creation-of-malicious-subdomains-under-dynamic-dns-providers,recursive-operators,yes,
mitigate,creation-of-malicious-subdomains-under-dynamic-dns-providers,network-operators,no,
mitigate,creation-of-malicious-subdomains-under-dynamic-dns-providers,application-service-provider,no,
mitigate,creation-of-malicious-subdomains-under-dynamic-dns-providers,hosting-provider,no,
mitigate,creation-of-malicious-subdomains-under-dynamic-dns-providers,threat-intelligence-provider,no,
mitigate,creation-of-malicious-subdomains-under-dynamic-dns-providers,device-os-and-application-software-developers,no,
mitigate,creation-of-malicious-subdomains-under-dynamic-dns-providers,domain-registrants,no,N/A (Registrant is Threat Actor Itself)
mitigate,creation-of-malicious-subdomains-under-dynamic-dns-providers,end-user,no,
mitigate,creation-of-malicious-subdomains-under-dynamic-dns-providers,law-enforcement-and-public-safety-authorities,no,
mitigate,creation-of-malicious-subdomains-under-dynamic-dns-providers,csirts,no,
mitigate,creation-of-malicious-subdomains-under-dynamic-dns-providers,incident-responder-internal,no,cannot address creation itself
mitigate,compromise-of-a-non-dns-server-to-conduct-abuse,registrars,no,
mitigate,compromise-of-a-non-dns-server-to-conduct-abuse,registries,no,
mitigate,compromise-of-a-non-dns-server-to-conduct-abuse,authoritative-operators,no,
mitigate,compromise-of-a-non-dns-server-to-conduct-abuse,domain-name-resellers,no,
mitigate,compromise-of-a-non-dns-server-to-conduct-abuse,recursive-operators,no,
mitigate,compromise-of-a-non-dns-server-to-conduct-abuse,network-operators,no,
mitigate,compromise-of-a-non-dns-server-to-conduct-abuse,application-service-provider,yes,
mitigate,compromise-of-a-non-dns-server-to-conduct-abuse,hosting-provider,yes,not bulletproof
mitigate,compromise-of-a-non-dns-server-to-conduct-abuse,threat-intelligence-provider,no,
mitigate,compromise-of-a-non-dns-server-to-conduct-abuse,device-os-and-application-software-developers,no,
mitigate,compromise-of-a-non-dns-server-to-conduct-abuse,domain-registrants,no,
mitigate,compromise-of-a-non-dns-server-to-conduct-abuse,end-user,no,
mitigate,compromise-of-a-non-dns-server-to-conduct-abuse,law-enforcement-and-public-safety-authorities,no,
mitigate,compromise-of-a-non-dns-server-to-conduct-abuse,csirts,no,
mitigate,compromise-of-a-non-dns-server-to-conduct-abuse,incident-responder-internal,yes,if it is the team's AOR to fix the server
mitigate,use-of-an-unregistered-domain,registrars,no,
mitigate,use-of-an-unregistered-domain,registries,no,
mitigate,use-of-an-unregistered-domain,authoritative-operators,yes,
mitigate,use-of-an-unregistered-domain,domain-name-resellers,no,
mitigate,use-of-an-unregistered-domain,recursive-operators,yes,
mitigate,use-of-an-unregistered-domain,network-operators,no,
mitigate,use-of-an-unregistered-domain,application-service-provider,no,
mitigate,use-of-an-unregistered-domain,hosting-provider,yes,not bulletproof
mitigate,use-of-an-unregistered-domain,threat-intelligence-provider,no,
mitigate,use-of-an-unregistered-domain,device-os-and-application-software-developers,no,
mitigate,use-of-an-unregistered-domain,domain-registrants,no,
mitigate,use-of-an-unregistered-domain,end-user,no,
mitigate,use-of-an-unregistered-domain,law-enforcement-and-public-safety-authorities,no,
mitigate,use-of-an-unregistered-domain,csirts,no,
mitigate,use-of-an-unregistered-domain,incident-responder-internal,no,
mitigate,spoofing-of-a-registered-domain,registrars,yes,w/ analysis at point of creation or through the lifetime of the domains
mitigate,spoofing-of-a-registered-domain,registries,no,
mitigate,spoofing-of-a-registered-domain,authoritative-operators,no,
mitigate,spoofing-of-a-registered-domain,domain-name-resellers,yes,w/ analysis at point of creation or through the lifetime of the domains
mitigate,spoofing-of-a-registered-domain,recursive-operators,yes,
mitigate,spoofing-of-a-registered-domain,network-operators,no,
mitigate,spoofing-of-a-registered-domain,application-service-provider,no,
mitigate,spoofing-of-a-registered-domain,hosting-provider,yes,not bulletproof
mitigate,spoofing-of-a-registered-domain,threat-intelligence-provider,no,
mitigate,spoofing-of-a-registered-domain,device-os-and-application-software-developers,no,
mitigate,spoofing-of-a-registered-domain,domain-registrants,yes,"filing report, UDRP, URS as appropriate"
mitigate,spoofing-of-a-registered-domain,end-user,no,
mitigate,spoofing-of-a-registered-domain,law-enforcement-and-public-safety-authorities,no,
mitigate,spoofing-of-a-registered-domain,csirts,no,
mitigate,spoofing-of-a-registered-domain,incident-responder-internal,no,"even if DMARC applies, does not stop the spoofing"
mitigate,dns-tunneling,registrars,no,
mitigate,dns-tunneling,registries,no,
mitigate,dns-tunneling,authoritative-operators,no,
mitigate,dns-tunneling,domain-name-resellers,no,
mitigate,dns-tunneling,recursive-operators,yes,
mitigate,dns-tunneling,network-operators,no,
mitigate,dns-tunneling,application-service-provider,no,
mitigate,dns-tunneling,hosting-provider,no,
mitigate,dns-tunneling,threat-intelligence-provider,no,
mitigate,dns-tunneling,device-os-and-application-software-developers,no,
mitigate,dns-tunneling,domain-registrants,no,N/A (Registrant is Threat Actor Itself)
mitigate,dns-tunneling,end-user,no,
mitigate,dns-tunneling,law-enforcement-and-public-safety-authorities,no,
mitigate,dns-tunneling,csirts,no,
mitigate,dns-tunneling,incident-responder-internal,yes,
mitigate,dns-beacons-c2-communication,registrars,yes,C2 domain infrastructure only
mitigate,dns-beacons-c2-communication,registries,no,
mitigate,dns-beacons-c2-communication,authoritative-operators,no,
mitigate,dns-beacons-c2-communication,domain-name-resellers,yes,C2 domain infrastructure only
mitigate,dns-beacons-c2-communication,recursive-operators,yes,
mitigate,dns-beacons-c2-communication,network-operators,no,
mitigate,dns-beacons-c2-communication,application-service-provider,no,
mitigate,dns-beacons-c2-communication,hosting-provider,no,
mitigate,dns-beacons-c2-communication,threat-intelligence-provider,no,
mitigate,dns-beacons-c2-communication,device-os-and-application-software-developers,no,
mitigate,dns-beacons-c2-communication,domain-registrants,no,N/A (Registrant is Threat Actor Itself)
mitigate,dns-beacons-c2-communication,end-user,no,
mitigate,dns-beacons-c2-communication,law-enforcement-and-public-safety-authorities,yes,
mitigate,dns-beacons-c2-communication,csirts,no,
mitigate,dns-beacons-c2-communication,incident-responder-internal,yes,
prevent,dga-domains,registrars,yes,"eSLDs only, w/ analysis at point of creation and during the lifetime of the domains"
prevent,dga-domains,registries,yes,eSLDs only
prevent,dga-domains,authoritative-operators,yes,if DG algorithm is known
prevent,dga-domains,domain-name-resellers,yes,"eSLDs only, w/ analysis at point of creation and during the lifetime of the domains"
prevent,dga-domains,recursive-operators,yes,"if DG algorithm is known, DNS RPZ + threat intelligence"
prevent,dga-domains,network-operators,yes,if DG algorithm is known
prevent,dga-domains,application-service-provider,no,
prevent,dga-domains,hosting-provider,no,
prevent,dga-domains,threat-intelligence-provider,no,
prevent,dga-domains,device-os-and-application-software-developers,no,
prevent,dga-domains,domain-registrants,no,N/A (registrant is threat actor itself)
prevent,dga-domains,end-user,no,
prevent,dga-domains,law-enforcement-and-public-safety-authorities,yes,
prevent,dga-domains,csirts,yes,Investigating DG Algorithm)
prevent,dga-domains,incident-responder-internal,no,
prevent,domain-name-compromise,registrars,yes,measures to prevent compromise of registrant account
prevent,domain-name-compromise,registries,no,
prevent,domain-name-compromise,authoritative-operators,no,
prevent,domain-name-compromise,domain-name-resellers,yes,measures to prevent compromise of registrant account
prevent,domain-name-compromise,recursive-operators,no,
prevent,domain-name-compromise,network-operators,no,
prevent,domain-name-compromise,application-service-provider,no,
prevent,domain-name-compromise,hosting-provider,no,
prevent,domain-name-compromise,threat-intelligence-provider,no,
prevent,domain-name-compromise,device-os-and-application-software-developers,no,
prevent,domain-name-compromise,domain-registrants,yes,proactive measures to prevent compromise of registrant account
prevent,domain-name-compromise,end-user,no,
prevent,domain-name-compromise,law-enforcement-and-public-safety-authorities,yes,
prevent,domain-name-compromise,csirts,yes,contact relevant stakeholders
prevent,domain-name-compromise,incident-responder-internal,no,
prevent,lame-delegations,registrars,no,
prevent,lame-delegations,registries,yes,
prevent,lame-delegations,authoritative-operators,no,
prevent,lame-delegations,domain-name-resellers,no,
prevent,lame-delegations,recursive-operators,no,
prevent,lame-delegations,network-operators,no,
prevent,lame-delegations,application-service-provider,no,
prevent,lame-delegations,hosting-provider,no,
prevent,lame-delegations,threat-intelligence-provider,no,
prevent,lame-delegations,device-os-and-application-software-developers,no,
prevent,lame-delegations,domain-registrants,yes,good practices managing domain portfolio
prevent,lame-delegations,end-user,no,
prevent,lame-delegations,law-enforcement-and-public-safety-authorities,yes,
prevent,lame-delegations,csirts,yes,contact relevant stakeholders
prevent,lame-delegations,incident-responder-internal,no,
prevent,dns-cache-poisoning,registrars,no,
prevent,dns-cache-poisoning,registries,no,
prevent,dns-cache-poisoning,authoritative-operators,no,
prevent,dns-cache-poisoning,domain-name-resellers,no,
prevent,dns-cache-poisoning,recursive-operators,yes,DNSSEC validation enabled in the recursive
prevent,dns-cache-poisoning,network-operators,no,
prevent,dns-cache-poisoning,application-service-provider,no,
prevent,dns-cache-poisoning,hosting-provider,no,
prevent,dns-cache-poisoning,threat-intelligence-provider,no,
prevent,dns-cache-poisoning,device-os-and-application-software-developers,no,
prevent,dns-cache-poisoning,domain-registrants,no,
prevent,dns-cache-poisoning,end-user,no,
prevent,dns-cache-poisoning,law-enforcement-and-public-safety-authorities,yes,
prevent,dns-cache-poisoning,csirts,yes,contact recursive operator or network operator clear/refresh cache
prevent,dns-cache-poisoning,incident-responder-internal,no,assuming cache is external to the org
prevent,dns-rebinding,registrars,no,
prevent,dns-rebinding,registries,no,
prevent,dns-rebinding,authoritative-operators,no,
prevent,dns-rebinding,domain-name-resellers,no,
prevent,dns-rebinding,recursive-operators,no,
prevent,dns-rebinding,network-operators,no,
prevent,dns-rebinding,application-service-provider,no,
prevent,dns-rebinding,hosting-provider,no,
prevent,dns-rebinding,threat-intelligence-provider,no,
prevent,dns-rebinding,device-os-and-application-software-developers,no,
prevent,dns-rebinding,domain-registrants,no,
prevent,dns-rebinding,end-user,yes,set a strong password on the home router or rely on browser security features
prevent,dns-rebinding,law-enforcement-and-public-safety-authorities,yes,
prevent,dns-rebinding,csirts,yes,coordinating vulnerable/defaced websites
prevent,dns-rebinding,incident-responder-internal,yes,
prevent,dns-server-compromise,registrars,no,
prevent,dns-server-compromise,registries,no,
prevent,dns-server-compromise,authoritative-operators,yes,if the compromise is at the authoritative server
prevent,dns-server-compromise,domain-name-resellers,no,
prevent,dns-server-compromise,recursive-operators,yes,if the recursive itself is compromised
prevent,dns-server-compromise,network-operators,no,
prevent,dns-server-compromise,application-service-provider,no,
prevent,dns-server-compromise,hosting-provider,no,
prevent,dns-server-compromise,threat-intelligence-provider,no,
prevent,dns-server-compromise,device-os-and-application-software-developers,no,
prevent,dns-server-compromise,domain-registrants,no,
prevent,dns-server-compromise,end-user,no,
prevent,dns-server-compromise,law-enforcement-and-public-safety-authorities,yes,
prevent,dns-server-compromise,csirts,yes,contact relevant stakeholders
prevent,dns-server-compromise,incident-responder-internal,no,assuming server is external to org
prevent,stub-resolver-hijacking,registrars,no,
prevent,stub-resolver-hijacking,registries,no,
prevent,stub-resolver-hijacking,authoritative-operators,no,
prevent,stub-resolver-hijacking,domain-name-resellers,no,
prevent,stub-resolver-hijacking,recursive-operators,no,
prevent,stub-resolver-hijacking,network-operators,no,
prevent,stub-resolver-hijacking,application-service-provider,no,
prevent,stub-resolver-hijacking,hosting-provider,no,
prevent,stub-resolver-hijacking,threat-intelligence-provider,no,
prevent,stub-resolver-hijacking,device-os-and-application-software-developers,yes,
prevent,stub-resolver-hijacking,domain-registrants,no,
prevent,stub-resolver-hijacking,end-user,yes,keep browser and add-on tools etc. up to date
prevent,stub-resolver-hijacking,law-enforcement-and-public-safety-authorities,yes,
prevent,stub-resolver-hijacking,csirts,yes,making alerts to End Users
prevent,stub-resolver-hijacking,incident-responder-internal,yes,
prevent,local-recursive-resolver-hijacking,registrars,no,
prevent,local-recursive-resolver-hijacking,registries,no,
prevent,local-recursive-resolver-hijacking,authoritative-operators,no,
prevent,local-recursive-resolver-hijacking,domain-name-resellers,no,
prevent,local-recursive-resolver-hijacking,recursive-operators,no,
prevent,local-recursive-resolver-hijacking,network-operators,yes,"Flow analysis using NetFlow, Zeek + Threat Intelligence"
prevent,local-recursive-resolver-hijacking,application-service-provider,no,
prevent,local-recursive-resolver-hijacking,hosting-provider,no,
prevent,local-recursive-resolver-hijacking,threat-intelligence-provider,no,
prevent,local-recursive-resolver-hijacking,device-os-and-application-software-developers,yes,
prevent,local-recursive-resolver-hijacking,domain-registrants,no,
prevent,local-recursive-resolver-hijacking,end-user,yes,"Keep software up to date, set strong password, etc."
prevent,local-recursive-resolver-hijacking,law-enforcement-and-public-safety-authorities,yes,
prevent,local-recursive-resolver-hijacking,csirts,yes,making alerts to End Users
prevent,local-recursive-resolver-hijacking,incident-responder-internal,yes,
prevent,on-path-dns-attack,registrars,no,
prevent,on-path-dns-attack,registries,no,
prevent,on-path-dns-attack,authoritative-operators,no,
prevent,on-path-dns-attack,domain-name-resellers,no,
prevent,on-path-dns-attack,recursive-operators,no,
prevent,on-path-dns-attack,network-operators,yes,
prevent,on-path-dns-attack,application-service-provider,no,
prevent,on-path-dns-attack,hosting-provider,no,
prevent,on-path-dns-attack,threat-intelligence-provider,no,
prevent,on-path-dns-attack,device-os-and-application-software-developers,yes,
prevent,on-path-dns-attack,domain-registrants,no,
prevent,on-path-dns-attack,end-user,no,
prevent,on-path-dns-attack,law-enforcement-and-public-safety-authorities,yes,
prevent,on-path-dns-attack,csirts,yes,share info for awareness
prevent,on-path-dns-attack,incident-responder-internal,yes,DNSSEC validation
prevent,dos-against-the-dns,registrars,no,
prevent,dos-against-the-dns,registries,no,
prevent,dos-against-the-dns,authoritative-operators,no,
prevent,dos-against-the-dns,domain-name-resellers,no,
prevent,dos-against-the-dns,recursive-operators,no,
prevent,dos-against-the-dns,network-operators,no,
prevent,dos-against-the-dns,application-service-provider,no,
prevent,dos-against-the-dns,hosting-provider,no,
prevent,dos-against-the-dns,threat-intelligence-provider,no,
prevent,dos-against-the-dns,device-os-and-application-software-developers,no,
prevent,dos-against-the-dns,domain-registrants,no,
prevent,dos-against-the-dns,end-user,yes,"keep firmware up to date and proper configuration, etc"
prevent,dos-against-the-dns,law-enforcement-and-public-safety-authorities,yes,
prevent,dos-against-the-dns,csirts,yes,Coordination for open resolvers and infected machines
prevent,dos-against-the-dns,incident-responder-internal,no,Assuming BCP 38 is not in IR's purview
prevent,dns-as-a-vector-for-dos,registrars,no,
prevent,dns-as-a-vector-for-dos,registries,no,
prevent,dns-as-a-vector-for-dos,authoritative-operators,yes,if the attack weaponizes the authoritative responses
prevent,dns-as-a-vector-for-dos,domain-name-resellers,no,
prevent,dns-as-a-vector-for-dos,recursive-operators,yes,"ACL, rate-limiting etc"
prevent,dns-as-a-vector-for-dos,network-operators,no,
prevent,dns-as-a-vector-for-dos,application-service-provider,no,
prevent,dns-as-a-vector-for-dos,hosting-provider,no,
prevent,dns-as-a-vector-for-dos,threat-intelligence-provider,no,
prevent,dns-as-a-vector-for-dos,device-os-and-application-software-developers,yes,
prevent,dns-as-a-vector-for-dos,domain-registrants,no,
prevent,dns-as-a-vector-for-dos,end-user,yes,"keep firmware up to date and proper configuration, etc"
prevent,dns-as-a-vector-for-dos,law-enforcement-and-public-safety-authorities,yes,engage national-level CERT to identity DNS amplifiers
prevent,dns-as-a-vector-for-dos,csirts,yes,Coordination for open resolvers and infected machines
prevent,dns-as-a-vector-for-dos,incident-responder-internal,yes,clean up infected machines
prevent,obfuscation-via-dynamic-dns,registrars,no,
prevent,obfuscation-via-dynamic-dns,registries,no,
prevent,obfuscation-via-dynamic-dns,authoritative-operators,no,
prevent,obfuscation-via-dynamic-dns,domain-name-resellers,no,
prevent,obfuscation-via-dynamic-dns,recursive-operators,no,
prevent,obfuscation-via-dynamic-dns,network-operators,no,
prevent,obfuscation-via-dynamic-dns,application-service-provider,no,
prevent,obfuscation-via-dynamic-dns,hosting-provider,no,
prevent,obfuscation-via-dynamic-dns,threat-intelligence-provider,no,
prevent,obfuscation-via-dynamic-dns,device-os-and-application-software-developers,no,
prevent,obfuscation-via-dynamic-dns,domain-registrants,no,
prevent,obfuscation-via-dynamic-dns,end-user,no,
prevent,obfuscation-via-dynamic-dns,law-enforcement-and-public-safety-authorities,yes,
prevent,obfuscation-via-dynamic-dns,csirts,yes,contact relevant stakeholders
prevent,obfuscation-via-dynamic-dns,incident-responder-internal,no,
prevent,fast-flux,registrars,no,
prevent,fast-flux,registries,no,
prevent,fast-flux,authoritative-operators,no,
prevent,fast-flux,domain-name-resellers,no,
prevent,fast-flux,recursive-operators,no,
prevent,fast-flux,network-operators,no,
prevent,fast-flux,application-service-provider,no,
prevent,fast-flux,hosting-provider,no,
prevent,fast-flux,threat-intelligence-provider,no,
prevent,fast-flux,device-os-and-application-software-developers,no,
prevent,fast-flux,domain-registrants,no,
prevent,fast-flux,end-user,no,
prevent,fast-flux,law-enforcement-and-public-safety-authorities,yes,
prevent,fast-flux,csirts,yes,contact relevant stakeholders
prevent,fast-flux,incident-responder-internal,no,
prevent,infiltration-and-exfiltration-via-the-dns,registrars,no,
prevent,infiltration-and-exfiltration-via-the-dns,registries,no,
prevent,infiltration-and-exfiltration-via-the-dns,authoritative-operators,no,
prevent,infiltration-and-exfiltration-via-the-dns,domain-name-resellers,no,
prevent,infiltration-and-exfiltration-via-the-dns,recursive-operators,no,
prevent,infiltration-and-exfiltration-via-the-dns,network-operators,no,
prevent,infiltration-and-exfiltration-via-the-dns,application-service-provider,no,
prevent,infiltration-and-exfiltration-via-the-dns,hosting-provider,no,
prevent,infiltration-and-exfiltration-via-the-dns,threat-intelligence-provider,no,
prevent,infiltration-and-exfiltration-via-the-dns,device-os-and-application-software-developers,no,
prevent,infiltration-and-exfiltration-via-the-dns,domain-registrants,no,
prevent,infiltration-and-exfiltration-via-the-dns,end-user,no,
prevent,infiltration-and-exfiltration-via-the-dns,law-enforcement-and-public-safety-authorities,yes,
prevent,infiltration-and-exfiltration-via-the-dns,csirts,yes,share info for awareness
prevent,infiltration-and-exfiltration-via-the-dns,incident-responder-internal,yes,
prevent,malicious-registration-of-effective-second-level-domains,registrars,yes,"eSLDs only, analysis at point of creation"
prevent,malicious-registration-of-effective-second-level-domains,registries,yes,
prevent,malicious-registration-of-effective-second-level-domains,authoritative-operators,no,
prevent,malicious-registration-of-effective-second-level-domains,domain-name-resellers,yes,"eSLDs only, analysis at point of creation"
prevent,malicious-registration-of-effective-second-level-domains,recursive-operators,no,
prevent,malicious-registration-of-effective-second-level-domains,network-operators,no,
prevent,malicious-registration-of-effective-second-level-domains,application-service-provider,no,
prevent,malicious-registration-of-effective-second-level-domains,hosting-provider,no,
prevent,malicious-registration-of-effective-second-level-domains,threat-intelligence-provider,no,
prevent,malicious-registration-of-effective-second-level-domains,device-os-and-application-software-developers,yes,
prevent,malicious-registration-of-effective-second-level-domains,domain-registrants,no,N/A (registrant is threat actor itself)
prevent,malicious-registration-of-effective-second-level-domains,end-user,no,
prevent,malicious-registration-of-effective-second-level-domains,law-enforcement-and-public-safety-authorities,yes,"notify registrar, escalate to registry"
prevent,malicious-registration-of-effective-second-level-domains,csirts,yes,contact relevant stakeholders
prevent,malicious-registration-of-effective-second-level-domains,incident-responder-internal,no,
prevent,creation-of-malicious-subdomains-under-dynamic-dns-providers,registrars,no,
prevent,creation-of-malicious-subdomains-under-dynamic-dns-providers,registries,no,
prevent,creation-of-malicious-subdomains-under-dynamic-dns-providers,authoritative-operators,no,
prevent,creation-of-malicious-subdomains-under-dynamic-dns-providers,domain-name-resellers,no,
prevent,creation-of-malicious-subdomains-under-dynamic-dns-providers,recursive-operators,no,
prevent,creation-of-malicious-subdomains-under-dynamic-dns-providers,network-operators,no,
prevent,creation-of-malicious-subdomains-under-dynamic-dns-providers,application-service-provider,no,
prevent,creation-of-malicious-subdomains-under-dynamic-dns-providers,hosting-provider,no,
prevent,creation-of-malicious-subdomains-under-dynamic-dns-providers,threat-intelligence-provider,no,
prevent,creation-of-malicious-subdomains-under-dynamic-dns-providers,device-os-and-application-software-developers,yes,
prevent,creation-of-malicious-subdomains-under-dynamic-dns-providers,domain-registrants,no,N/A (registrant is threat actor itself)
prevent,creation-of-malicious-subdomains-under-dynamic-dns-providers,end-user,no,
prevent,creation-of-malicious-subdomains-under-dynamic-dns-providers,law-enforcement-and-public-safety-authorities,yes,
prevent,creation-of-malicious-subdomains-under-dynamic-dns-providers,csirts,yes,contact relevant stakeholders
prevent,creation-of-malicious-subdomains-under-dynamic-dns-providers,incident-responder-internal,no,
prevent,compromise-of-a-non-dns-server-to-conduct-abuse,registrars,no,
prevent,compromise-of-a-non-dns-server-to-conduct-abuse,registries,no,
prevent,compromise-of-a-non-dns-server-to-conduct-abuse,authoritative-operators,no,
prevent,compromise-of-a-non-dns-server-to-conduct-abuse,domain-name-resellers,no,
prevent,compromise-of-a-non-dns-server-to-conduct-abuse,recursive-operators,no,
prevent,compromise-of-a-non-dns-server-to-conduct-abuse,network-operators,no,
prevent,compromise-of-a-non-dns-server-to-conduct-abuse,application-service-provider,yes,
prevent,compromise-of-a-non-dns-server-to-conduct-abuse,hosting-provider,yes,not bulletproof
prevent,compromise-of-a-non-dns-server-to-conduct-abuse,threat-intelligence-provider,no,
prevent,compromise-of-a-non-dns-server-to-conduct-abuse,device-os-and-application-software-developers,no,
prevent,compromise-of-a-non-dns-server-to-conduct-abuse,domain-registrants,no,
prevent,compromise-of-a-non-dns-server-to-conduct-abuse,end-user,no,
prevent,compromise-of-a-non-dns-server-to-conduct-abuse,law-enforcement-and-public-safety-authorities,yes,
prevent,compromise-of-a-non-dns-server-to-conduct-abuse,csirts,yes,share info for awareness
prevent,compromise-of-a-non-dns-server-to-conduct-abuse,incident-responder-internal,yes,"patch management, etc."
prevent,use-of-an-unregistered-domain,registrars,no,
prevent,use-of-an-unregistered-domain,registries,yes,
prevent,use-of-an-unregistered-domain,authoritative-operators,no,
prevent,use-of-an-unregistered-domain,domain-name-resellers,no,
prevent,use-of-an-unregistered-domain,recursive-operators,no,
prevent,use-of-an-unregistered-domain,network-operators,no,
prevent,use-of-an-unregistered-domain,application-service-provider,no,
prevent,use-of-an-unregistered-domain,hosting-provider,yes,not bulletproof
prevent,use-of-an-unregistered-domain,threat-intelligence-provider,no,
prevent,use-of-an-unregistered-domain,device-os-and-application-software-developers,no,
prevent,use-of-an-unregistered-domain,domain-registrants,no,
prevent,use-of-an-unregistered-domain,end-user,no,
prevent,use-of-an-unregistered-domain,law-enforcement-and-public-safety-authorities,yes,
prevent,use-of-an-unregistered-domain,csirts,yes,share info for awareness
prevent,use-of-an-unregistered-domain,incident-responder-internal,no,
prevent,spoofing-of-a-registered-domain,registrars,yes,"eSLDs only, analysis at point of creation"
prevent,spoofing-of-a-registered-domain,registries,no,
prevent,spoofing-of-a-registered-domain,authoritative-operators,yes,preventing resolution for the spoofing domains serviced
prevent,spoofing-of-a-registered-domain,domain-name-resellers,yes,"eSLDs only, analysis at point of creation"
